rebalance_month,symbol,rank,adv_usd,n_days_trailing
2021-08,FIS,135,523730905.29,251
2021-08,ALXN,136,521787614.16,243
2021-08,REGN,137,519882420.74,251
2021-08,LULU,138,518404795.1,251
2021-08,BLK,139,518192679.24,251
2021-08,COP,140,517877816.08,251
2021-08,BILI,141,516250955.83,251
2021-08,MMM,142,515582180.27,251
2021-08,ENPH,143,511736862.45,251
2021-08,TJX,144,508137437.44,251
2021-08,EBAY,145,504898729.61,251
2021-08,LI,146,503165563.88,251
2021-08,BIIB,147,500364008.72,251
2021-08,DD,148,496436190.46,251
2021-08,ISRG,149,491181041.81,251
2021-08,ADI,150,489527525.63,251
2021-09,TSLA,1,22757024906.69,252
2021-09,AAPL,2,14341685438.88,252
2021-09,AMZN,3,13557653105.96,252
2021-09,MSFT,4,7398010846.79,252
2021-09,NVDA,5,5994295896.53,252
2021-09,META,6,5774321267.38,252
2021-09,BABA,7,4887165608.21,252
2021-09,AMD,8,4601355358.32,252
2021-09,NIO,9,4545777562.22,252
2021-09,BA,10,3654489173.45,252
2021-09,GOOGL,11,3576963582.83,252
2021-09,GOOG,12,3265207248.48,252
2021-09,AMC,13,3228212319.38,252
2021-09,MRNA,14,2951933755.66,252
2021-09,ZM,15,2685664299.69,252
2021-09,XYZ,16,2287167353.87,252
2021-09,JPM,17,2246893565.39,252
2021-09,PYPL,18,2140338685.81,252
2021-09,V,19,2103286891.83,252
2021-09,GME,20,1984227503.14,252
2021-09,BAC,21,1979073378.92,252
2021-09,DIS,22,1912312779.6,252
2021-09,INTC,23,1901112108.33,252
2021-09,CRM,24,1825512756.03,252
2021-09,SHOP,25,1797286456.55,252
2021-09,BIDU,26,1683286841.95,252
2021-09,ROKU,27,1636314760.75,252
2021-09,PLTR,28,1619202921.33,232
2021-09,PTON,29,1548691108.01,252
2021-09,MU,30,1523739587.49,252
2021-09,XOM,31,1518028695.33,252
2021-09,C,32,1474379246.51,252
2021-09,MA,33,1474052322.88,252
2021-09,PFE,34,1458346108.07,252
2021-09,BRK.B,35,1443795155.82,252
2021-09,T,36,1397314731.34,252
2021-09,ADBE,37,1368417059.2,252
2021-09,QCOM,38,1345411918.76,252
2021-09,JNJ,39,1338121901.06,252
2021-09,SNAP,40,1336952679.21,252
2021-09,WMT,41,1334580748.76,252
2021-09,HD,42,1333554399.36,252
2021-09,WFC,43,1316778626.37,252
2021-09,UNH,44,1285562549.55,252
2021-09,SNOW,45,1266233890.95,242
2021-09,PG,46,1221832869.67,252
2021-09,TSM,47,1168800968.69,252
2021-09,CVX,48,1164134966.51,252
2021-09,PLUG,49,1154377623.73,252
2021-09,UBER,50,1125462624.21,252
2021-09,VZ,51,1114309817.9,252
2021-09,CSCO,52,1109742070.94,252
2021-09,PDD,53,1092470459.69,252
2021-09,CMCSA,54,1030408826.84,252
2021-09,NKE,55,1012840114.38,252
2021-09,GM,56,1007669158.77,252
2021-09,GS,57,1002935296.72,252
2021-09,JD,58,1000222775.38,252
2021-09,AMAT,59,989000383.3,252
2021-09,DKNG,60,988225973.95,252
2021-09,GE,61,981193937.73,252
2021-09,ORCL,62,980844657.79,252
2021-09,COST,63,969877286.0,252
2021-09,MRK,64,968572355.44,252
2021-09,KO,65,948348278.56,252
2021-09,AVGO,66,942981737.91,252
2021-09,F,67,941020619.4,252
2021-09,CCL,68,932986180.11,252
2021-09,PINS,69,923509814.21,252
2021-09,AAL,70,909777569.44,252
2021-09,CRWD,71,909718636.06,252
2021-09,MS,72,903799658.57,252
2021-09,DOCU,73,899240463.91,252
2021-09,SE,74,895742256.86,252
2021-09,TMO,75,882550960.31,252
2021-09,ABBV,76,875751393.26,252
2021-09,TXN,77,862473544.09,252
2021-09,LOW,78,852912515.65,252
2021-09,LRCX,79,847925866.64,252
2021-09,BKNG,80,847800688.78,252
2021-09,XPEV,81,831414585.96,252
2021-09,SPCE,82,817770123.7,252
2021-09,LLY,83,816197553.97,252
2021-09,PEP,84,795581719.64,252
2021-09,NOW,85,793086862.79,252
2021-09,TGT,86,792422105.2,252
2021-09,UAL,87,792078842.88,252
2021-09,TWLO,88,789127454.1,252
2021-09,IBM,89,785408890.8,252
2021-09,NVAX,90,781074627.1,252
2021-09,FDX,91,778702010.79,252
2021-09,MELI,92,770646186.34,252
2021-09,BMY,93,770564244.52,252
2021-09,CHTR,94,769360182.57,252
2021-09,CAT,95,760734282.3,252
2021-09,FCX,96,748179333.1,252
2021-09,MCD,97,736831337.81,252
2021-09,FUTU,98,734589461.84,252
2021-09,ABT,99,729693432.18,252
2021-09,UPS,100,727352372.3,252
2021-09,AMGN,101,725706313.5,252
2021-09,SBUX,102,723308212.34,252
2021-09,NEE,103,698425517.99,252
2021-09,HON,104,688564827.44,252
2021-09,DHR,105,685840293.52,252
2021-09,UNP,106,675605517.52,252
2021-09,TDOC,107,636804762.38,252
2021-09,ETSY,108,633502547.23,252
2021-09,TTD,109,625529174.86,252
2021-09,MDT,110,620310490.77,252
2021-09,DAL,111,616254470.83,252
2021-09,TMUS,112,614422528.84,252
2021-09,ACN,113,614357156.58,252
2021-09,CVS,114,607541245.9,252
2021-09,BNTX,115,602417120.31,252
2021-09,DE,116,602351677.95,252
2021-09,RIOT,117,600549959.35,252
2021-09,LMT,118,590980769.13,252
2021-09,GILD,119,588086921.78,252
2021-09,LIN,120,583090257.58,252
2021-09,INTU,121,581122733.98,252
2021-09,RTX,122,580875153.25,252
2021-09,AXP,123,576865537.87,252
2021-09,NXPI,124,570849898.95,252
2021-09,SCHW,125,570630047.64,252
2021-09,W,126,570158926.63,252
2021-09,QS,127,569758267.35,252
2021-09,BYND,128,567076923.48,252
2021-09,SPGI,129,562619143.94,252
2021-09,NCLH,130,557091630.62,252
2021-09,FISV,131,556540104.26,252
2021-09,ALXN,132,553692048.79,222
2021-09,AMT,133,552156656.73,252
2021-09,VALE,134,551416863.98,252
2021-09,ADI,135,543403100.69,252
2021-09,REGN,136,536215162.08,252
2021-09,BILI,137,536158296.31,252
2021-09,LCID,138,535541285.84,240
2021-09,COP,139,531230453.92,252
2021-09,FIS,140,529703492.09,252
2021-09,BLK,141,524458125.8,252
2021-09,ENPH,142,516377757.43,252
2021-09,EBAY,143,516141891.13,252
2021-09,MMM,144,513908843.93,252
2021-09,LI,145,511372768.49,252
2021-09,FSLY,146,507581457.76,252
2021-09,TJX,147,505507360.47,252
2021-09,ISRG,148,504842484.55,252
2021-09,LULU,149,499692822.72,252
2021-09,BIIB,150,493140065.62,252
2021-10,TSLA,1,21099541857.81,252
2021-10,AAPL,2,13581019799.86,252
2021-10,AMZN,3,12932001647.47,252
2021-10,MSFT,4,7355717306.95,252
2021-10,META,5,5728390787.74,252
2021-10,NVDA,6,5625283331.93,252
2021-10,BABA,7,4925358155.04,252
2021-10,AMD,8,4593051075.71,252
2021-10,NIO,9,4506514677.23,252
2021-10,GOOGL,10,3659822498.8,252
2021-10,BA,11,3520930836.27,252
2021-10,AMC,12,3473796890.34,252
2021-10,MRNA,13,3394021728.34,252
2021-10,GOOG,14,3317488523.01,252
2021-10,XYZ,15,2276558204.25,252
2021-10,JPM,16,2250006127.17,252
2021-10,ZM,17,2190094989.53,252
2021-10,PYPL,18,2123501494.11,252
2021-10,V,19,2115664729.31,252
2021-10,GME,20,2026729547.85,252
2021-10,BAC,21,2021601707.06,252
2021-10,DIS,22,1946905469.39,252
2021-10,INTC,23,1848986497.79,252
2021-10,CRM,24,1805935059.82,252
2021-10,BIDU,25,1712366806.77,252
2021-10,SHOP,26,1706918591.28,252
2021-10,PLTR,27,1613905538.65,252
2021-10,ROKU,28,1594361458.07,252
2021-10,MU,29,1546034248.37,252
2021-10,XOM,30,1540274290.27,252
2021-10,MA,31,1487255669.34,252
2021-10,PFE,32,1486173801.84,252
2021-10,C,33,1475798008.93,252
2021-10,BRK.B,34,1467296732.38,252
2021-10,SNAP,35,1396456232.01,252
2021-10,T,36,1390436022.23,252
2021-10,JNJ,37,1344661277.49,252
2021-10,QCOM,38,1340169720.01,252
2021-10,ADBE,39,1337218861.36,252
2021-10,WFC,40,1336977122.1,252
2021-10,HD,41,1336286374.04,252
2021-10,PTON,42,1322938520.4,252
2021-10,UNH,43,1316752427.9,252
2021-10,WMT,44,1273070574.17,252
2021-10,SNOW,45,1258754931.68,252
2021-10,PG,46,1236738065.97,252
2021-10,ABNB,47,1233600728.99,203
2021-10,CVX,48,1183828141.78,252
2021-10,TSM,49,1170655447.92,252
2021-10,PLUG,50,1165368961.97,252
2021-10,UBER,51,1153982106.83,252
2021-10,VZ,52,1109784373.88,252
2021-10,PDD,53,1108712296.41,252
2021-10,CSCO,54,1107595707.76,252
2021-10,GM,55,1038971690.76,252
2021-10,CMCSA,56,1037098863.15,252
2021-10,AMAT,57,1029385685.17,252
2021-10,NKE,58,1025108887.0,252
2021-10,GS,59,1019692482.98,252
2021-10,GE,60,1008017909.77,252
2021-10,MRK,61,995936014.13,252
2021-10,ORCL,62,992251162.42,252
2021-10,JD,63,989731065.68,252
2021-10,F,64,982266547.7,252
2021-10,SE,65,963539413.5,252
2021-10,COST,66,962026081.63,252
2021-10,KO,67,955528778.71,252
2021-10,AVGO,68,944132127.54,252
2021-10,CCL,69,943253875.67,252
2021-10,MS,70,942467166.07,252
2021-10,DKNG,71,937598796.7,252
2021-10,ABBV,72,909829247.46,252
2021-10,TMO,73,908578530.51,252
2021-10,PINS,74,903254440.19,252
2021-10,AAL,75,902979519.43,252
2021-10,CRWD,76,896559273.53,252
2021-10,TXN,77,863343525.38,252
2021-10,LRCX,78,861298837.46,252
2021-10,LOW,79,852051338.72,252
2021-10,XPEV,80,846530285.69,252
2021-10,BKNG,81,845922872.75,252
2021-10,SPCE,82,829147771.77,252
2021-10,LLY,83,825325170.83,252
2021-10,NVAX,84,816565316.49,252
2021-10,TGT,85,808957852.99,252
2021-10,NOW,86,796127429.39,252
2021-10,TWLO,87,793395400.94,252
2021-10,PEP,88,789424717.73,252
2021-10,IBM,89,786966678.73,252
2021-10,CHTR,90,782629792.02,252
2021-10,DOCU,91,782328365.21,252
2021-10,CAT,92,779804427.58,252
2021-10,FCX,93,779157088.01,252
2021-10,FUTU,94,770176679.64,252
2021-10,BMY,95,769911384.95,252
2021-10,FDX,96,767795431.51,252
2021-10,MELI,97,765042527.65,252
2021-10,UAL,98,753079180.55,252
2021-10,MCD,99,737125002.4,252
2021-10,ABT,100,732445645.05,252
2021-10,SBUX,101,721625606.47,252
2021-10,UPS,102,716375143.69,252
2021-10,AMGN,103,714242020.28,252
2021-10,DHR,104,708036585.69,252
2021-10,UNP,105,703149908.01,252
2021-10,HON,106,696682754.96,252
2021-10,NEE,107,696556033.3,252
2021-10,BNTX,108,680234760.51,252
2021-10,DASH,109,646405245.53,204
2021-10,DE,110,637755048.55,252
2021-10,TMUS,111,635377387.93,252
2021-10,ACN,112,633916890.35,252
2021-10,RIOT,113,624143594.11,252
2021-10,MDT,114,623319826.84,252
2021-10,LCID,115,615779684.94,252
2021-10,ETSY,116,613439480.78,252
2021-10,TDOC,117,611259027.43,252
2021-10,TTD,118,602550998.44,252
2021-10,ADI,119,598581938.17,252
2021-10,INTU,120,598557687.85,252
2021-10,CVS,121,597155423.05,252
2021-10,DAL,122,593131908.9,252
2021-10,LMT,123,592718686.07,252
2021-10,AXP,124,590332704.33,252
2021-10,NXPI,125,586900045.66,252
2021-10,LIN,126,583961174.31,252
2021-10,RTX,127,582412647.36,252
2021-10,QS,128,580245782.39,252
2021-10,SCHW,129,580057606.97,252
2021-10,ALXN,130,579053241.06,201
2021-10,SPGI,131,578339700.14,252
2021-10,GILD,132,576049153.65,252
2021-10,VALE,133,569157028.97,252
2021-10,COP,134,562208515.51,252
2021-10,BILI,135,550434739.01,252
2021-10,AMT,136,546548495.4,252
2021-10,NCLH,137,545594420.37,252
2021-10,FISV,138,542048771.07,252
2021-10,W,139,533788988.0,252
2021-10,REGN,140,533141919.73,252
2021-10,FIS,141,532524682.85,252
2021-10,MMM,142,529413283.39,252
2021-10,ASML,143,525742390.71,252
2021-10,BLK,144,525284833.04,252
2021-10,ENPH,145,520179393.83,252
2021-10,LI,146,516691645.28,252
2021-10,BYND,147,514721152.63,252
2021-10,EBAY,148,513173599.48,252
2021-10,TJX,149,512693488.07,252
2021-10,ISRG,150,511117828.25,252
2021-11,TSLA,1,21718423978.99,251
2021-11,AAPL,2,13193030158.01,251
2021-11,AMZN,3,12317409719.41,251
2021-11,MSFT,4,7495680766.02,251
2021-11,META,5,6031388445.02,251
2021-11,NVDA,6,5664146178.91,251
2021-11,BABA,7,4903134548.04,251
2021-11,AMD,8,4650974741.98,251
2021-11,NIO,9,4357794598.5,251
2021-11,GOOGL,10,3822797696.67,251
2021-11,MRNA,11,3687835645.4,251
2021-11,AMC,12,3604711036.13,251
2021-11,BA,13,3403791833.14,251
2021-11,GOOG,14,3370795873.1,251
2021-11,XYZ,15,2302517119.36,251
2021-11,JPM,16,2284217952.76,251
2021-11,PYPL,17,2245712020.8,251
2021-11,V,18,2135141216.92,251
2021-11,BAC,19,2068637347.26,251
2021-11,GME,20,2041566712.01,251
2021-11,DIS,21,1980716193.31,251
2021-11,ZM,22,1852887448.11,251
2021-11,INTC,23,1850014272.83,251
2021-11,CRM,24,1823597522.69,251
2021-11,BIDU,25,1730607000.24,251
2021-11,SHOP,26,1708040122.96,251
2021-11,PLTR,27,1663139971.71,251
2021-11,ROKU,28,1587585841.03,251
2021-11,MU,29,1579691001.5,251
2021-11,XOM,30,1569799251.89,251
2021-11,MA,31,1507628674.08,251
2021-11,PFE,32,1492538603.29,251
2021-11,C,33,1491795385.47,251
2021-11,BRK.B,34,1480666227.9,251
2021-11,T,35,1391349650.88,251
2021-11,SNAP,36,1370889457.02,251
2021-11,WFC,37,1367710102.51,251
2021-11,JNJ,38,1358339807.07,251
2021-11,ADBE,39,1357189872.41,251
2021-11,HD,40,1356661076.04,251
2021-11,QCOM,41,1349594412.48,251
2021-11,UNH,42,1348457422.3,251
2021-11,WMT,43,1281754782.43,251
2021-11,SNOW,44,1268980172.5,251
2021-11,PG,45,1245441326.62,251
2021-11,PLUG,46,1207827196.99,251
2021-11,CVX,47,1206404925.23,251
2021-11,TSM,48,1185887920.68,251
2021-11,UBER,49,1180423347.77,251
2021-11,ABNB,50,1171404255.71,224
2021-11,PTON,51,1163371878.94,251
2021-11,VZ,52,1126513769.36,251
2021-11,PDD,53,1119706864.62,251
2021-11,CSCO,54,1100391077.72,251
2021-11,GM,55,1089711708.09,251
2021-11,MRK,56,1079111657.63,251
2021-11,AMAT,57,1073039997.9,251
2021-11,CMCSA,58,1063807846.75,251
2021-11,NKE,59,1053152612.5,251
2021-11,GS,60,1049297516.71,251
2021-11,F,61,1045267219.0,251
2021-11,ORCL,62,1013604783.97,251
2021-11,SE,63,1004668936.59,251
2021-11,GE,64,998442208.93,251
2021-11,JD,65,979094638.81,251
2021-11,KO,66,975600961.88,251
2021-11,AVGO,67,971519295.56,251
2021-11,COST,68,970074344.01,251
2021-11,CCL,69,957656284.13,251
2021-11,MS,70,941070715.09,251
2021-11,TMO,71,919816555.28,251
2021-11,ABBV,72,916684888.42,251
2021-11,CRWD,73,907920792.65,251
2021-11,LRCX,74,890397759.31,251
2021-11,AAL,75,885720400.4,251
2021-11,TXN,76,878719540.98,251
2021-11,NVAX,77,869936791.76,251
2021-11,PINS,78,868140837.37,251
2021-11,XPEV,79,865839259.66,251
2021-11,LOW,80,858868211.01,251
2021-11,DKNG,81,850303798.89,251
2021-11,BKNG,82,845012712.5,251
2021-11,SPCE,83,830247933.82,251
2021-11,LLY,84,830197715.85,251
2021-11,TGT,85,829933968.2,251
2021-11,FUTU,86,828876364.72,251
2021-11,FCX,87,818718129.39,251
2021-11,NOW,88,808411556.54,251
2021-11,PEP,89,797116229.62,251
2021-11,CAT,90,789947681.89,251
2021-11,IBM,91,789500390.06,251
2021-11,CHTR,92,781281208.47,251
2021-11,BMY,93,777436146.5,251
2021-11,TWLO,94,772799359.15,251
2021-11,MELI,95,767477939.02,251
2021-11,FDX,96,764963185.31,251
2021-11,DOCU,97,755796085.94,251
2021-11,LCID,98,752327472.47,251
2021-11,ABT,99,747678931.51,251
2021-11,MCD,100,746519179.23,251
2021-11,SBUX,101,734263335.96,251
2021-11,UAL,102,729696122.38,251
2021-11,DHR,103,720766885.67,251
2021-11,BNTX,104,716885733.13,251
2021-11,UPS,105,707861829.01,251
2021-11,AMGN,106,705426630.08,251
2021-11,UNP,107,703550535.39,251
2021-11,HON,108,700462642.66,251
2021-11,NEE,109,698422123.51,251
2021-11,AFRM,110,697074792.1,202
2021-11,UPST,111,685903894.86,220
2021-11,TMUS,112,659786253.42,251
2021-11,RIOT,113,656605473.6,251
2021-11,DE,114,655346804.32,251
2021-11,ACN,115,653181207.12,251
2021-11,MDT,116,633903101.76,251
2021-11,INTU,117,627648460.01,251
2021-11,ADI,118,618926483.78,251
2021-11,DASH,119,618600670.87,225
2021-11,AXP,120,608587715.49,251
2021-11,ETSY,121,607422142.23,251
2021-11,LMT,122,602964442.48,251
2021-11,QS,123,600027654.71,251
2021-11,CVS,124,599412857.47,251
2021-11,SPGI,125,599056837.67,251
2021-11,NXPI,126,598341720.68,251
2021-11,DAL,127,589205890.84,251
2021-11,TDOC,128,588753898.92,251
2021-11,VALE,129,586492006.67,251
2021-11,COP,130,586401614.12,251
2021-11,LIN,131,578991829.45,251
2021-11,RTX,132,576464426.25,251
2021-11,ASML,133,574445719.48,251
2021-11,TTD,134,572016954.46,251
2021-11,BILI,135,558330153.64,251
2021-11,GILD,136,558301599.19,251
2021-11,MARA,137,557494806.85,251
2021-11,SCHW,138,556333630.36,251
2021-11,BRK.A,139,546736290.31,251
2021-11,AMT,140,545937828.02,251
2021-11,FISV,141,542044975.87,251
2021-11,NCLH,142,541172608.72,251
2021-11,BLK,143,535961663.96,251
2021-11,MMM,144,535048918.53,251
2021-11,ENPH,145,533218871.93,251
2021-11,OXY,146,532988606.2,251
2021-11,ISRG,147,528791687.86,251
2021-11,FIS,148,527181784.63,251
2021-11,TJX,149,523355178.4,251
2021-11,LI,150,522692312.33,251
2021-12,TSLA,1,23062209785.63,252
2021-12,AAPL,2,13226070046.27,252
2021-12,AMZN,3,12199340435.31,252
2021-12,MSFT,4,7693750951.96,252
2021-12,NVDA,5,6591197745.66,252
2021-12,META,6,6214005988.39,252
2021-12,AMD,7,5141391722.14,252
2021-12,BABA,8,4491213302.61,252
2021-12,GOOGL,9,3955305199.62,252
2021-12,MRNA,10,3868985098.25,252
2021-12,AMC,11,3701411685.56,252
2021-12,NIO,12,3527110397.51,252
2021-12,GOOG,13,3381387091.51,252
2021-12,BA,14,3176772849.3,252
2021-12,PYPL,15,2409265351.47,252
2021-12,XYZ,16,2264668931.24,252
2021-12,JPM,17,2261428686.5,252
2021-12,V,18,2252026548.47,252
2021-12,BAC,19,2094791001.81,252
2021-12,GME,20,2070754687.18,252
2021-12,DIS,21,2063932249.07,252
2021-12,INTC,22,1843269667.7,252
2021-12,CRM,23,1782391844.57,252
2021-12,SHOP,24,1725087372.33,252
2021-12,BIDU,25,1724553825.53,252
2021-12,MU,26,1629139710.9,252
2021-12,PLTR,27,1604789661.47,252
2021-12,MA,28,1584306596.53,252
2021-12,ZM,29,1581871686.47,252
2021-12,XOM,30,1568820388.85,252
2021-12,ROKU,31,1556255376.01,252
2021-12,PFE,32,1534126106.84,252
2021-12,C,33,1505018080.53,252
2021-12,BRK.B,34,1485969149.14,252
2021-12,QCOM,35,1462579408.21,252
2021-12,T,36,1397871050.89,252
2021-12,WFC,37,1383236483.69,252
2021-12,HD,38,1382475061.92,252
2021-12,ADBE,39,1372832526.43,252
2021-12,JNJ,40,1372491260.62,252
2021-12,UNH,41,1359183731.48,252
2021-12,SNAP,42,1353099474.87,252
2021-12,SNOW,43,1316649657.59,252
2021-12,WMT,44,1301759378.62,252
2021-12,PG,45,1246962237.26,252
2021-12,CVX,46,1228633651.95,252
2021-12,TSM,47,1212657327.96,252
2021-12,ABNB,48,1211840736.54,245
2021-12,PLUG,49,1210731828.35,252
2021-12,UBER,50,1192325032.44,252
2021-12,F,51,1174247570.9,252
2021-12,LCID,52,1165742611.62,252
2021-12,VZ,53,1134569144.59,252
2021-12,CSCO,54,1131380785.01,252
2021-12,MRK,55,1127998635.44,252
2021-12,AMAT,56,1124036881.45,252
2021-12,GM,57,1123683704.69,252
2021-12,PTON,58,1121716955.44,252
2021-12,SE,59,1090188736.89,252
2021-12,GS,60,1078858042.12,252
2021-12,NKE,61,1072311850.28,252
2021-12,CMCSA,62,1047178471.46,252
2021-12,ORCL,63,1030629011.72,252
2021-12,PDD,64,1024890329.14,252
2021-12,AVGO,65,1005824729.58,252
2021-12,COST,66,995971236.46,252
2021-12,GE,67,983057235.07,252
2021-12,MS,68,962591711.13,252
2021-12,KO,69,962291175.71,252
2021-12,CRWD,70,950580844.62,252
2021-12,JD,71,930820232.04,252
2021-12,LRCX,72,919406640.93,252
2021-12,CCL,73,919134498.55,252
2021-12,NVAX,74,914546219.21,252
2021-12,TMO,75,911906180.31,252
2021-12,TXN,76,905100081.68,252
2021-12,ABBV,77,882337491.17,252
2021-12,BKNG,78,855046639.81,252
2021-12,TGT,79,852044278.87,252
2021-12,AAL,80,850446050.85,252
2021-12,LOW,81,849468252.61,252
2021-12,FCX,82,846060167.65,252
2021-12,LLY,83,844188881.61,252
2021-12,FUTU,84,836771434.31,252
2021-12,PINS,85,828629596.88,252
2021-12,SPCE,86,822370492.71,252
2021-12,DKNG,87,818259611.71,252
2021-12,PEP,88,806834082.34,252
2021-12,NOW,89,804700707.56,252
2021-12,CAT,90,800796904.02,252
2021-12,IBM,91,795714520.27,252
2021-12,AFRM,92,788682887.85,223
2021-12,MELI,93,780998934.28,252
2021-12,BMY,94,780159712.03,252
2021-12,BNTX,95,778671108.54,252
2021-12,TWLO,96,777063689.66,252
2021-12,CHTR,97,776372811.14,252
2021-12,ABT,98,758150712.27,252
2021-12,SBUX,99,752331440.19,252
2021-12,FDX,100,746537612.23,252
2021-12,DHR,101,736912803.35,252
2021-12,MCD,102,735948281.15,252
2021-12,UPST,103,733981934.59,241
2021-12,DOCU,104,729207354.59,252
2021-12,AMGN,105,707864482.42,252
2021-12,UNP,106,705472577.94,252
2021-12,UAL,107,703917273.83,252
2021-12,RIOT,108,701422662.92,252
2021-12,XPEV,109,701049207.21,252
2021-12,UPS,110,697473032.29,252
2021-12,NEE,111,694952694.5,252
2021-12,ACN,112,689514152.43,252
2021-12,INTU,113,686817652.58,252
2021-12,HON,114,679520143.89,252
2021-12,DE,115,676584245.17,252
2021-12,TMUS,116,665560950.92,252
2021-12,MDT,117,651756367.0,252
2021-12,DASH,118,650395983.71,246
2021-12,ADI,119,633513581.78,252
2021-12,QS,120,630136670.12,252
2021-12,NXPI,121,625742827.45,252
2021-12,MARA,122,623468041.59,252
2021-12,AXP,123,620326549.63,252
2021-12,SPGI,124,618253711.71,252
2021-12,ETSY,125,617806612.07,252
2021-12,LMT,126,609418103.0,252
2021-12,ASML,127,603439708.58,252
2021-12,BRK.A,128,599813168.73,252
2021-12,COP,129,595576428.53,252
2021-12,VALE,130,589761357.67,252
2021-12,CVS,131,587278959.65,252
2021-12,LIN,132,584571248.46,252
2021-12,DAL,133,575511675.24,252
2021-12,TDOC,134,566119221.15,252
2021-12,TTD,135,563970773.59,252
2021-12,GILD,136,558018476.02,252
2021-12,BILI,137,557715619.69,252
2021-12,RTX,138,557653537.37,252
2021-12,FISV,139,554419482.67,252
2021-12,AMT,140,546426217.66,252
2021-12,SCHW,141,546013303.71,252
2021-12,BLK,142,543654105.29,252
2021-12,OXY,143,543147949.32,252
2021-12,ENPH,144,540501404.05,252
2021-12,FIS,145,539555618.09,252
2021-12,ISRG,146,538225280.77,252
2021-12,NCLH,147,532076734.41,252
2021-12,MMM,148,531096210.17,252
2021-12,MSTR,149,524882713.96,252
2021-12,TLRY,150,522957342.8,252
2022-01,TSLA,1,21896217973.22,252
2022-01,AAPL,2,13754020986.48,252
2022-01,AMZN,3,12090880094.5,252
2022-01,MSFT,4,8045332448.66,252
2022-01,NVDA,5,7677486607.65,252
2022-01,META,6,6410664988.46,252
2022-01,AMD,7,5504227657.36,252
2022-01,BABA,8,4208463705.25,252
2022-01,GOOGL,9,4115133108.71,252
2022-01,AMC,10,3827292764.61,252
2022-01,MRNA,11,3715620093.68,252
2022-01,GOOG,12,3444646182.92,252
2022-01,NIO,13,3116316424.94,252
2022-01,BA,14,2973436873.78,252
2022-01,PYPL,15,2474888663.99,252
2022-01,JPM,16,2294578983.92,252
2022-01,XYZ,17,2241652141.48,252
2022-01,V,18,2240565672.6,252
2022-01,BAC,19,2175448606.82,252
2022-01,GME,20,2091540229.18,252
2022-01,DIS,21,1997551135.74,252
2022-01,INTC,22,1808214746.33,252
2022-01,SHOP,23,1713520706.13,252
2022-01,CRM,24,1693186430.31,252
2022-01,MU,25,1692003135.6,252
2022-01,BIDU,26,1621306738.67,252
2022-01,MA,27,1606044925.03,252
2022-01,PFE,28,1601945837.99,252
2022-01,XOM,29,1576965784.06,252
2022-01,ROKU,30,1564179567.96,252
2022-01,C,31,1534281801.99,252
2022-01,PLTR,32,1509950493.61,252
2022-01,QCOM,33,1497946950.06,252
2022-01,BRK.B,34,1492293173.58,252
2022-01,ADBE,35,1471917575.55,252
2022-01,HD,36,1432853125.73,252
2022-01,ZM,37,1417708258.84,252
2022-01,T,38,1416767151.39,252
2022-01,WFC,39,1405815007.92,252
2022-01,UNH,40,1403287514.59,252
2022-01,LCID,41,1394044405.18,252
2022-01,JNJ,42,1391142716.32,252
2022-01,WMT,43,1338870245.51,252
2022-01,SNAP,44,1331632370.47,252
2022-01,PG,45,1290083248.32,252
2022-01,F,46,1281171242.58,252
2022-01,RBLX,47,1258321525.58,207
2022-01,CVX,48,1254464149.92,252
2022-01,SNOW,49,1224772844.67,252
2022-01,TSM,50,1221126658.46,252
2022-01,UBER,51,1212394543.42,252
2022-01,CSCO,52,1184221111.43,252
2022-01,AMAT,53,1174142045.77,252
2022-01,PLUG,54,1173229915.53,252
2022-01,VZ,55,1169989702.25,252
2022-01,GM,56,1168537797.26,252
2022-01,MRK,57,1153969806.89,252
2022-01,ABNB,58,1133696604.72,252
2022-01,SE,59,1131523525.88,252
2022-01,GS,60,1112297373.08,252
2022-01,AVGO,61,1099660103.79,252
2022-01,CMCSA,62,1090338849.15,252
2022-01,NKE,63,1082105305.78,252
2022-01,ORCL,64,1062875746.21,252
2022-01,COST,65,1055523124.89,252
2022-01,PTON,66,1024423965.17,252
2022-01,KO,67,998034286.85,252
2022-01,MS,68,989322850.13,252
2022-01,NVAX,69,969326321.88,252
2022-01,GE,70,954408726.62,252
2022-01,PDD,71,946032304.05,252
2022-01,LRCX,72,938255796.31,252
2022-01,TXN,73,930771811.26,252
2022-01,JD,74,927634560.36,252
2022-01,TMO,75,924356792.13,252
2022-01,CRWD,76,919270542.67,252
2022-01,CCL,77,916903724.05,252
2022-01,ABBV,78,900808907.52,252
2022-01,TGT,79,884863214.85,252
2022-01,LLY,80,873311668.05,252
2022-01,BKNG,81,864791991.71,252
2022-01,FCX,82,860980929.13,252
2022-01,LOW,83,857420019.23,252
2022-01,FUTU,84,846753163.72,252
2022-01,PEP,85,831260994.43,252
2022-01,NOW,86,820039723.78,252
2022-01,BNTX,87,810145080.25,252
2022-01,AFRM,88,808356712.15,245
2022-01,PINS,89,807733122.51,252
2022-01,CAT,90,806939002.73,252
2022-01,IBM,91,801518327.8,252
2022-01,BMY,92,800298740.8,252
2022-01,MELI,93,799183615.62,252
2022-01,AAL,94,790871982.88,252
2022-01,SPCE,95,790589033.78,252
